id	name	name_en	district	address	status	price_avg
465	季悦海鲜(锦江店)		黄浦区	黄浦区茂名南路59号锦江饭店内(近陕西南路地铁站3号口)	active	299
466	山海鲁·紫荆阁(浦东假日酒店店)		浦东新区	浦东新区东方路899号中国煤炭大厦2层(浦东假日酒店内)	active	220
468	川飨小馆(天山路店)		长宁区	长宁区天山路娄山关路4号口旁	active	70
469	兴华川菜馆(交通路店)		普陀区	普陀区交通路4582-4584号(真南路口)	active	60
470	惠中川香蛙(嘉善路店)		徐汇区	徐汇区嘉善路(近永嘉路，晓平饭店旁)	active	85
471	先启半步颠小酒馆(定西路店)		长宁区	上海市长宁区定西路790号2楼	active	90
472	川芙蓉市井老川菜(静安店)		黄浦区	黄浦区凤阳路280号(近黄河路，川芙蓉黄河路店)	active	80
473	映水芙蓉(华润时代广场店)		浦东新区	浦东新区张杨路500号华润时代广场8楼	active	200
474	龙门阵茶屋川菜馆(武康路店)	Sichuan Citizen	徐汇区	上海市徐汇区武康路378号2楼(武康庭)	active	122
475	渝信川菜(华盛店)		黄浦区	黄浦区九江路399号华盛大厦5层	active	150
476	瓦屋川菜(西岸梦中心店)		徐汇区	徐汇区龙腾大道2266号西岸梦中心6栋202号	active	150
477	辛香汇·锦里(静安大悦城店)		静安区	静安区静安大悦城8楼	active	100
478	南兴园		徐汇区	徐汇区淮海中路1728号12幢	active	1500
479	柴门荟(前滩太古里店)	Chaimen Hui	浦东新区	上海市浦东新区东育路500弄前滩太古里石区L4层S-L4-04	active	488
480	柴门荟(BFC外滩金融中心店)		黄浦区	黄浦区中山东二路558号外滩国际金融服务中心2F	active	600
481	邓记食园		静安区	静安区常德路688号PAC购物中心1号楼L2-08	active	1500
482	食川非川·现代川味(静安嘉里中心店)		静安区	静安区延安中路1238号静安嘉里中心南区4楼S4-02	active	200
483	宝粤楼广式点心茶楼(成山路店)		浦东新区	浦东新区成山路1339号大华锦绣优嘉225-227号	active	85
484	八合里潮汕鲜牛肉火锅(世茂广场店)		黄浦区	黄浦区南京东路829号世茂广场东区L6楼602号	active	90
485	点都德(合生汇店)		杨浦区	杨浦区翔殷路1099号合生汇国际广场6楼L6-06-10	active	86
486	潮界(晶耀前滩店)		浦东新区	浦东新区耀体路308号晶耀前滩B1层B149C单元	active	95
487	粤来记(徐家汇路店)		黄浦区	黄浦区徐家汇路618号1F-CG-14室(近徐家汇路)	active	85
488	三清潭烧鹅(兴业太古汇店)		静安区	上海市静安区石门一路288号兴业太古汇南区L3层L379B	active	220
489	惠食佳·朱雀(东方商厦店)		徐汇区	徐汇区漕溪北路8号东方商厦7楼(徐家汇地铁站)	active	250
490	细记港九大牌档(新天地店)		黄浦区	黄浦区马当路398号103室(一大会址·新天地地铁站4号口旁)	active	133
491	博多新记(复兴店)		徐汇区	徐汇区复兴中路1252弄15号(近襄阳南路)	active	138
492	富临轩·臻品(前滩店)		浦东新区	浦东新区海阳西路666号前滩31乐荟8号2-3层	active	300
493	利苑酒家(国金中心店)	Lei Garden	浦东新区	上海市浦东新区世纪大道8号国金中心商场L3层17-18号	active	328
494	菁禧荟(BFC外滩店)		黄浦区	黄浦区中山东二路600号BFC外滩金融中心南区商场4楼S401	active	900
495	御宝轩(益丰·外滩源店)		黄浦区	黄浦区北京东路99号益丰·外滩源4层L402-403	active	500
496	唐阁(新天地朗廷酒店)	T'ang Court	黄浦区	上海市黄浦区马当路99号新天地朗廷酒店5楼	active	1000
497	明阁(虹桥康得思酒店)		闵行区	闵行区申虹路333号上海虹桥康得思酒店B1层	active	910
498	老半斋(福州路店)	Lao Ban Zhai	黄浦区	上海市黄浦区福州路600号(近浙江中路)	active	44
499	苏小柳点心(徐家汇分院)		徐汇区	徐汇区恭城路160号ITC二期L1-101(近广元西路)	active	60
500	绿杨邨酒家(江宁路店)		静安区	静安区奉贤路282号(南京西路地铁站14号口步行470米)	active	80
501	沧浪亭(山西南路店)		黄浦区	黄浦区山西南路183号(近南京东路)	active	45
502	四如春(真如店)		普陀区	普陀区兰溪路300号底层-1室(近真如)	active	35
503	扬州饭店(福建中路店)	YangZhou Restaurant	黄浦区	上海市黄浦区福建中路345号(福建中路与南京东路交叉口)	active	131
504	食庐(虹桥南丰城店)		长宁区	长宁区遵义路100号虹桥南丰城5楼(近紫云路)	active	220
505	江南晓宴(世博文化公园店)		浦东新区	浦东新区世博大道2095号-2-A世博文化公园内(原卢森堡馆)	active	189
506	时知味·淮扬菜(虹桥南丰城店)		长宁区	长宁区遵义路122弄66号虹桥南丰城120-1B单元(L110)	active	79
507	福兴荟(人民广场店)		黄浦区	黄浦区广西北路494号(近人民广场)	active	236
508	逸道(益丰·外滩源店)		黄浦区	黄浦区圆明园路88号益丰外滩源2层(近北京东路)	active	600
509	龙吟山房(苏河湾万象天地店)		静安区	静安区福建北路100号苏河湾万象天地慎余里4号楼	active	374
510	食庐NOBLE(港汇恒隆店)		徐汇区	徐汇区虹桥路1号港汇恒隆广场6楼(近徐家汇)	active	400
511	三月醉淮扬(越洋广场店)		静安区	静安区南京西路1601号越洋广场5楼(近常德路)	active	351
512	天水雅居(滨江大道店)		浦东新区	浦东新区滨江大道(近富城路，陆家嘴滨江段)	active	380
513	淳百味·沙县小吃研究所		嘉定区	浦东新区懿行路188号三林印象汇2层208（上海20+门店通用，含周浦/川沙/嘉定/奉贤等）	active	25
514	闽燕记·臻味府(中海环宇荟店)		黄浦区	黄浦区黄陂南路838弄3号中海环宇荟B161-1室	active	55
515	闽燕记八闽特色美食(国际传媒港店)		徐汇区	徐汇区龙台路110号国际传媒港B1层L-02室	active	40
516	荣先森·闽南菜		浦东新区	浦东新区张杨路500号时代广场（多家分店）	active	85
517	莆田餐厅PUTIEN(世博源店)		浦东新区	浦东新区世博大道1368号世博源B1层	active	95
518	莆田餐厅PUTIEN(BFC外滩金融中心店)		黄浦区	黄浦区中山东二路600号BFC外滩金融中心南区B2层B210-211铺	active	122
519	阿忠食坊·厦门菜(上海首店)		浦东新区	浦东新区张杨路2389弄旭辉置地广场3楼14-15号	active	130
520	临家闽南宴(正大广场店)		浦东新区	浦东新区陆家嘴西路168号正大广场7楼	active	160
521	闽和南·欢席(苏河湾万象天地店)		静安区	静安区苏河湾万象天地（苏州北路666号）	active	220
522	闽润·福建会馆		杨浦区	杨浦区丹东路65号1幢一层A区及二三层	active	200
523	遇外滩(新天地店)		黄浦区	黄浦区黄陂南路338号上海新天地北里1层	active	846
524	遇外滩(BFC外滩金融中心店)	Meet The Bund	黄浦区	上海市黄浦区中山东二路600号BFC外滩金融中心南区三层S301	active	829
525	席作·福建会馆		黄浦区	黄浦区马当路177号新天地时尚1期5楼	active	490
526	聚春园(上海店)		闵行区	闵行区红松东路1116号1幢1层东侧（虹桥祥源希尔顿酒店入口）	active	326
527	府(Fucheng)·外滩华尔道夫		黄浦区	浦东新区黄浦路18号外滩华尔道夫酒店16楼	active	500
528	新白鹿餐厅(第一百货店)		黄浦区	黄浦区南京东路800号第一百货C馆9层	active	70
529	旧村·老宁波海鲜小馆		闵行区	闵行区虹井路225号先锋大厦1楼102室	active	91
530	涌小仙·江浙小鲜		黄浦区	黄浦区徐家汇路268号凯德晶萃广场4楼4-16号	active	82
531	甬府小包		黄浦区	黄浦区长乐路386弄小区西南门旁	active	23
532	桂满陇·杭州小馆(人民广场店)		黄浦区	黄浦区人民广场世茂广场	active	75
533	孔乙己酒家(文庙店)		黄浦区	上海市黄浦区老西门街道学宫街34-36号(近文庙)	active	126
534	张生记(正大广场店)		浦东新区	浦东新区陆家嘴西路168号正大广场6楼	active	150
535	季家菜·温州饭摊(浦城路店)		浦东新区	浦东新区浦城路680号	active	111
536	甬府小鲜(陆家嘴中心店)		浦东新区	浦东新区浦东南路899号陆家嘴中心商场9楼910号	active	238
537	小孃孃(思南公馆店)		黄浦区	复兴中路531号思南公馆	active	123
538	甬府(黄浦店)	Yong Fu	黄浦区	上海市黄浦区茂名南路59号锦江饭店锦北楼11-12楼	active	612
539	雍颐庭	Yong Yi Ting	浦东新区	上海市浦东新区浦东南路111号上海浦东文华东方酒店LG层	active	650
540	鹿园MOOSE(长宁店)		长宁区	长宁区新华路119弄1号	active	418
541	南麓·浙里(外滩店)		黄浦区	黄浦区四川中路216号(近福州路)	active	250
542	甬府·北外滩		虹口区	虹口区东大名路1089号北外滩来福士东塔56楼	active	700
543	小黑湘菜馆(武宁店)		普陀区	上海市普陀区中山北路2668号106C-5室(曹杨路地铁站13号口对面)	active	73
544	芥菜园·粮仓饭湘(四川北路店)		虹口区	虹口区衡水路202一楼(四川北路地铁站1号口步行130米)	active	85
545	费大厨辣椒炒肉(环球港店)		普陀区	普陀区中山北路3300号环球港3层花园中庭L3121-3123	active	85
546	湘粹(愚园东路店)		静安区	静安区愚园东路20号东海广场F1层	active	72
547	温暖你的猪(前滩汇店)		浦东新区	浦东新区前滩公园巷W3-307	active	53
548	御鲤湘(北京西路店)		静安区	静安区北京西路1135号(陕西北路交叉口)	active	130
549	金湘隆·清派湘菜(金沙江路店)		普陀区	普陀区金沙江路1830号(近真北路)	active	120
550	古意湘味浓(久光店)		静安区	静安区南京西路1618号久光百货8层S804	active	155
551	园有桃·现代湘菜		徐汇区	徐汇区新乐路167号	active	204
552	谭姐湘菜馆(浦东大道店)		浦东新区	浦东新区浦东大道1028号(近源深路站3A口)	active	109
553	湘翁(北外滩来福士店)		虹口区	虹口区东大名路1089号北外滩来福士东塔56楼	active	538
554	六月半湖南湘鲜馆(嘉里中心店)		静安区	静安区南京西路1551号静安嘉里中心N2-20室	active	220
555	湘粤王府宴(浦东长河国际店)		浦东新区	浦东新区长河国际(具体地址电话预订确认)	active	298
556	沁园春望·湘食四季(九六广场店)		浦东新区	浦东新区东方路796号九六广场	active	180
557	凤凰湘语(三湘大厦店)		长宁区	长宁区中山西路1243-1号阳光酒店2-3楼	active	117
558	徽珍源(潍坊路店)	Hui Zhen Yuan	浦东新区	上海市浦东新区潍坊路162号第三幢二楼	active	120
559	小菜园新徽菜(百联世纪店)		浦东新区	浦东新区世纪大道1217号百联世纪购物中心F5层L506	active	55
560	皖荟·山野徽菜(白玉兰广场店)		虹口区	虹口区东长治路588号上海白玉兰广场L2层09号	active	79
561	徽膳坊(梅花路店)		浦东新区	浦东新区梅花路975-977号	active	107
562	安徽省驻沪办招待所餐厅		徐汇区	徐汇区(驻沪办内，具体地址电话咨询)	active	80
563	山里亲戚(九六广场店)		浦东新区	浦东新区东方路796号九六广场F2层	active	200
564	徽商故里(虹桥店)		闵行区	闵行区吴中路1245号16幢	active	207
565	璞徽(长泰广场店)		浦东新区	浦东新区祖冲之路长泰国际广场5座	active	272
566	徽廷宴·徽菜(宝山店)		宝山区	宝山区同济路699号宝杨宝龙广场	active	202
567	徽膳坊·徽菜(九亭店)		松江区	松江区九亭镇	active	120
568	皖宴(龙柏饭店店)	Wan Yan	长宁区	上海市长宁区虹桥路2419号8栋龙柏饭店内	active	373
569	皖宴(苏河湾店)		静安区	上海市静安区天潼路836号苏河湾万象天地慎余里·西里5幢	active	350
570	徽廷宴·徽菜(新天地东台里店)		黄浦区	黄浦区吉安路111号新天地东台里B栋2层L242-245号	active	380
571	徽廷宴·徽菜(创智天地店)		杨浦区	杨浦区政学路创智天地	active	380
572	徽商故里(陆家嘴店)		浦东新区	浦东新区陆家嘴西路168号正大广场F5层	active	250
573	蜀谭记·盐帮川菜(胶州路店)		静安区	上海市静安区胶州路877号	active	99
574	邻里川菜馆		杨浦区	上海市杨浦区国定路333号三号湾广场2楼207室	active	67
575	自贡盐帮菜馆(七莘路店)		闵行区	上海市闵行区七莘路148号	active	70
576	锦盐记川菜小馆(莘朱路店)		闵行区	上海市闵行区莘朱路	active	50
577	蜀湘记(古美路店)		闵行区	上海市闵行区古美路	active	75
578	辣味鲜老刘特色菜		闵行区	上海市闵行区万源路2739号	active	187
579	本来川菜(陕西南路店)		黄浦区	上海市黄浦区陕西南路35号	active	105
580	本甄精品川菜(新天地店)		黄浦区	上海市黄浦区湖滨路150号湖滨道购物中心3楼	active	153
581	蜀韵精品川菜·盐帮菜(九亭中心店)		松江区	上海市松江区沪亭北路199弄九亭中心2号楼1楼182室	active	100
582	JSL三椒·川南小馆(虹桥南丰城店)		长宁区	上海市长宁区遵义路100号虹桥南丰城	active	90
583	平川·程玉平川菜工作室		黄浦区	上海市黄浦区建国东路341号中海环宇荟L201室	active	450
584	鲤香(板前)		长宁区	上海市(具体地址需预订确认，程玉平儿子小程师傅主理)	active	780
585	九老汉·川渝江湖菜(恒丰路店)		静安区	上海市静安区恒丰路218号(近恒通路357号)	active	80
586	李老幺重庆大排档(松东路店)		松江区	上海市松江区松东路	active	70
587	东泰荟·江湖菜(火车站店)		静安区	上海市静安区火车站附近(具体路号大众点评查询)	active	65
588	对酒当歌·地道川菜(南丹东路店)		徐汇区	上海市徐汇区南丹东路300弄9-1	active	80
589	有滋有味·农家川菜(北外滩店)		虹口区	上海市虹口区长阳路255号裙房1层	active	79
590	阳哥儿·重庆芋儿肥肠鸡(元善里店)		静安区	上海市静安区万航渡路242号(武定路地铁站2号口步行340米)	active	95
591	重记袍哥·肥肠芋儿鸡(天津路店)		黄浦区	上海市黄浦区南京东路300号恒基名人购物中心F1	active	100
592	破店小酒馆(昌里三钢里店)		浦东新区	上海市浦东新区昌里路三钢里	active	90
593	老吴川菜馆		长宁区	上海市长宁区昭化路120号	active	96
594	竹屋川菜		黄浦区	上海市黄浦区淮海中路99号大上海时代广场地下1层	active	122
595	椒点·川粤精品		徐汇区	上海市徐汇区天钥桥路333号	active	147
596	Spicy Gangster不问江湖		静安区	上海市静安区延平路98-1号	active	211
597	椿庐(凯德晶萃店)		黄浦区	上海市黄浦区马当路凯德晶萃广场7楼	active	300
598	四吉饭店		黄浦区	上海市黄浦区进贤路169号	active	227
599	兴蜀府·臻味(正大广场店)		浦东新区	浦东新区陆家嘴西路168号正大广场4F	active	278
600	巴国布衣(世博店)		浦东新区	浦东新区上南路168号世博源1区1层110号	active	122
601	张记川味苑(定西路店)		长宁区	上海市长宁区定西路710弄(定西路交叉口东约60米,近中山公园)	active	28
602	三木川菜(真如古镇店)		普陀区	普陀区兰溪路201号	active	80
603	有根葱不改良老火锅(徐汇全国首店)		徐汇区	上海市徐汇区中山南二路699号正大乐城F1层2-106商铺	active	150
604	渝利火锅(96广场店)		浦东新区	浦东新区东方路796号96广场2楼233-235号铺	active	146
605	淑芬串串公司(定西路中山公园店)		长宁区	长宁区定西路1216号	active	105
606	红料理		黄浦区	黄浦区南京西路388号仙乐斯广场4层401单元	active	120
607	十八梯邓凳面(愚园路店)		静安区	静安区愚园路318号(静安寺地铁站1号口步行340米)	active	19
608	程胖妹面庄(原高胖妹面庄)		闵行区	闵行区合川路3125号	active	28
609	开县徐妈串串火锅馆(人民广场店)		黄浦区	黄浦区天津路513-1号(人民广场地铁站19号口步行450米)	active	87
610	江边城外烤全鱼(百联中环店)		普陀区	普陀区真光路1288号百联中环购物广场A区4层L420	active	97
611	桂釜山城重庆小面(武宁路店)		静安区	静安区南汇路74号(桂釜山城南汇路店)	active	25
612	恒香渝重庆小面(长阳路店)		杨浦区	杨浦区长白新村街道延吉东路133-1号(恒香渝延东小区店)	active	25
613	山城印象重庆小面(灵山路店)		浦东新区	浦东新区灵山路	active	22
614	我们屋头串串(老闵行)		闵行区	闵行区老闵行	active	80
615	巴山蜀水刘家厨		青浦区	青浦区新风路160号新角里广场F1层	active	60
616	弄堂川菜		黄浦区	黄浦区贵州路204号(近牛庄路)	active	73
618	对酒当歌·地道川菜(南京东路店)		黄浦区	黄浦区山东中路311号(南京东路地铁站3号口步行60米)	active	87
619	贾温柔迷踪菜		静安区	静安区万航渡路393弄2号1楼	active	99
620	刘栋梁大排档(大学路店)		杨浦区	杨浦区大学路246号	active	111
621	袍哥川小馆·肥肠鸡(天钥桥路店)		徐汇区	徐汇区天钥桥路366号-3号	active	74
622	沪小川肥肠烤鱼泡椒牛蛙(定西路店)		长宁区	长宁区定西路809号	active	104
623	本来川菜(中骏广场店)		闵行区	闵行区申长路1688弄2号中骏广场2期F1层	active	77
624	成都鱼庄·石锅烤鱼(华发路店)		徐汇区	徐汇区华发路35号(龙吴路徐浦大桥)	active	65
625	老吴家川菜(昭化路店)		长宁区	长宁区昭化路120号	active	94
626	火辣土菜馆(浦东大道店)		浦东新区	浦东新区福山路2号(浦东大道地铁站7b口步行390米)	active	50
627	友谊川味馆(苍梧路店)		徐汇区	徐汇区苍梧路14-24号	active	65
628	三木川菜		浦东新区	浦东新区上南路周浦万达广场附近	active	70
629	民间川菜(尚大国际店)		宝山区	宝山区沪太路3100号尚大国际	active	60
630	Pepper Tree花椒树		徐汇区	徐汇区襄阳北路108号101会所C单元(淮海中路1010号嘉华中心1层)	active	357
631	井庭xNEW ARC·锅(BFC外滩金融中心店)		黄浦区	黄浦区中山东二路600号BFC外滩金融中心F1	active	500
632	蜀宴赋·上海(华东首店)		浦东新区	浦东新区金桥路535号EKA天物38幢1层	active	300
633	板前川菜(静安寺小巷)		静安区	静安区新闸路附近(静安寺与南京西路之间，具体需预约告知)	active	300
634	椿庐ChunLounge(凯德晶萃店)		黄浦区	黄浦区徐家汇路268号LU·ONE凯德晶萃广场F7层	active	303
635	金孔雀(国金中心店)		浦东新区	浦东新区世纪大道8号上海国金中心D座地下一层LG1-18室	active	165
636	翠蝶川菜(BFC外滩金融中心店)		黄浦区	黄浦区中山东二路600号BFC外滩金融中心南区B105c单元	active	151
637	映水芙蓉·叙川(大丸百货店)		黄浦区	上海市黄浦区南京东路228号新世界大丸百货5楼5JF01	active	117
638	孔雀川菜(港汇恒隆广场店)		徐汇区	徐汇区虹桥路1号港汇恒隆广场南座5楼507(徐家汇地铁站)	active	160
639	翠蝶川菜(北外滩来福士店)		虹口区	虹口区东大名路999号北外滩来福士广场3层	active	121
640	翠蝶川菜(One ITC店)		徐汇区	徐汇区华山路1901号One ITC LG2层	active	117
641	映水芙蓉(白玉兰广场店)		虹口区	虹口区东长治路588号上海白玉兰广场购物中心	active	150
642	蜀当家·盐帮川菜(上海首店)		浦东新区	浦东新区(具体地址待查)	active	100
643	柴门饭儿(陆家嘴中心店)		浦东新区	浦东新区浦东南路899号陆家嘴中心L+Mall L811	active	120
644	陆小苑(打浦桥日月光店)		黄浦区	黄浦区徐家汇路268号日月光中心2楼	active	85
645	东蹄旺(龙茗路店)		闵行区	闵行区龙茗路1857号	active	70
646	小旺阁·老字号粤菜(江桥老街店)		嘉定区	嘉定区江桥镇老街35号	active	85
647	馥添浓汤广府菜(世纪汇店)		浦东新区	浦东新区世纪大道1192号世纪汇广场3楼	active	95
648	肥姚仔大排档(金汇路店)		闵行区	上海市闵行区金汇路459号青春时代广场1楼	active	130
649	陶陶居酒家(新天地店)		黄浦区	黄浦区太仓路181弄新天地北里F1层17号	active	110
650	蘩楼(淮海百盛店)		黄浦区	黄浦区淮海中路918号百盛购物中心4楼	active	117
651	龙筵轩·广府宴(长宁虹桥店)		长宁区	长宁区延安西路2099号二楼A区	active	299
652	唐宫·粤菜海鲜(多媒体店)		静安区	静安区广中西路757号三楼	active	180
653	香港龙凤楼(巨鹿路洋房店)		静安区	静安区巨鹿路889号7-8号楼	active	200
654	广舟(巨鹿店)		黄浦区	黄浦区巨鹿路168号	active	550
655	申粤轩酒楼(丁香花园店)	Shen Yue Xuan	徐汇区	上海市徐汇区华山路849号丁香花园2号楼	active	331
656	家全七福(静安店)		静安区	静安区南京西路1515号静安嘉里中心东区商场2层E2-03	active	600
657	龙筵轩·广府宴(黄浦云景店)		黄浦区	黄浦区打浦路15号51层	active	399
658	佬顺德(大拇指广场店)		浦东新区	浦东新区芳甸路199弄大拇指广场	active	75
659	广太公顺德小馆(锦西路店)		杨浦区	杨浦区锦西路鞍山新村	active	55
660	咏發顺德大排档(宝山日月光店)		宝山区	宝山区沪太路1933号宝山日月光H栋2楼208、209号	active	95
661	禄记顺德鱼生		浦东新区	浦东新区芳甸路大拇指广场附近	active	90
662	巡味顺德菜(虹桥天地店)		闵行区	闵行区申长路688号虹桥新天地购物中心南区L3层	active	98
663	咏發顺德海鲜大排档(静安大悦城店)		静安区	静安区西藏北路166号静安大悦城北座8楼	active	100
664	新顺记(南洋1931店)		徐汇区	徐汇区裕德路111号南洋1931商场3楼	active	189
665	顺席(肇嘉浜路店)		徐汇区	徐汇区肇嘉浜路500号好望角大饭店6楼	active	220
666	顺峰顺水顺德菜(长风大悦城店)		普陀区	普陀区大渡河路196号长风大悦城4层23-24商铺	active	150
667	好彩楼·知味顺德(丰盛里店)		静安区	上海市静安区茂名北路277号(丰盛里)	active	150
668	猪肉婆·顺德私房菜(上海首店)		闵行区	上海市闵行区金汇南路29号全栋（近吴中路）	active	250
669	新顺记·鱼料理专家(高岛屋店)		长宁区	长宁区虹桥路1438号高岛屋7楼	active	280
670	恒悦轩·精致香港粤菜(徐家汇店)-顺德菜部		徐汇区	徐汇区宛平路290号徐家汇公园内	active	350
671	姚益记潮汕菜		嘉定区	嘉定区新源路244号101室	active	65
672	潮桔桔·潮汕小吃堂(江湾里MEET678店)		杨浦区	杨浦区民府路602号江湾里MEET678项目T3-1F-02商铺	active	60
673	魔都潮滋味·潮汕牛肉火锅·粿条(叶家宅路店)		普陀区	普陀区叶家宅路100号10幢1层	active	70
674	陈记潮汕牛肉火锅(板泉路店)		浦东新区	浦东新区板泉路1566号	active	88
675	阿嫲潮味(江湾里店)		杨浦区	杨浦区民府路602号江湾里MEET678项目T3-1F	active	85
676	家府潮汕菜(莘庄仲盛店)		闵行区	闵行区都市路5001号仲盛世界商城F4层429B商铺	active	85
677	潮禧·潮汕菜(长寿路店)		普陀区	普陀区长寿路577-581号沙田大厦一楼	active	100
678	草根夜档·潮汕老字号·小炒排档(大宁店)		静安区	静安区灵石路695号	active	120
679	汕苑精致潮汕菜(静安店)		静安区	静安区天目西路128号1座101-102	active	150
680	潮州府·海鲜渔市·砂锅粥(武宁南路店)		静安区	静安区武宁南路488号	active	130
681	瑞狮楼·潮汕会馆(SOHO复兴广场店)		黄浦区	黄浦区马当路388号SOHO复兴广场F1层104-105室	active	205
682	神仙馆(衡山路店)		徐汇区	徐汇区衡山路191号2楼	active	220
683	虹潮荟(瑞虹天地太阳宫店)		虹口区	虹口区瑞虹路181号瑞虹天地太阳宫7楼704室	active	200
684	东平潮·潮汕菜(徐汇花园洋房店)		徐汇区	徐汇区东平路1号	active	350
685	恭喜里客家盐焗鸡(恒基名人购物中心店)		黄浦区	黄浦区南京东路300号恒基名人购物中心B1层	active	65
686	客家小厨(临沂路店)		浦东新区	浦东新区临沂路213号(近南码头路)	active	85
687	龙岩牛肉粉面(武夷路店)		长宁区	长宁区武夷路356号	active	35
